date,signal_date,gross_return,turnover,cost,net_return,equity,drawdown,sector_target_exposure,mapped_equity_exposure,mapping_coverage,etf_count
20250725,20250724,8.934510041402888e-05,1.1102230246251565e-16,2.220446049250313e-19,8.934510041402888e-05,1.1624765559730235,-0.0010647520752313788,0.9999999999999998,0.0,0.0,1
20250728,20250725,2.9779039526722777e-05,1.1102230246251565e-16,2.220446049250313e-19,2.9779039526722784e-05,1.1625111734083327,-0.0010350047429988907,1.0,0.0,0.0,1
20250729,20250728,9.926050920538998e-06,0.0,0.0,9.926050920538998e-06,1.1625227125534356,-0.0010250889655880613,1.0,0.0,0.0,1
20250730,20250729,-9.9259523949069e-06,0.0,0.0,-9.9259523949069e-06,1.1625111734083329,-0.0010350047429986686,1.0,0.0,0.0,1
20250731,20250730,9.926050920627816e-05,0.0,0.0,9.926050920627816e-05,1.1626265648593634,-0.0009358469688901527,1.0,0.0,0.0,1
20250801,20250731,0.00014887598630330956,1.1102230246251565e-16,2.220446049250313e-19,0.00014887598630330956,1.1627996520359094,-0.0007871103077272679,0.9999999999999998,0.0,0.0,1
20250804,20250801,0.00017862459065209888,1.1102230246251565e-16,2.220446049250313e-19,0.0001786245906520989,1.1630073566477648,-0.0006086263143316728,1.0,0.0,0.0,1
20250805,20250804,-0.00015874905742740975,0.0,0.0,-0.00015874905742740975,1.1628227303261158,-0.000767278752905276,1.0,0.0,0.0,1
20250806,20250805,-3.969356567290472e-05,0.0,0.0,-3.969356567290472e-05,1.1627765737457036,-0.0008069418625487046,1.0,0.0,0.0,1
20250807,20250806,9.923785328669332e-05,0.0,0.0,9.923785328669332e-05,1.1628919651967342,-0.0007077840884401887,1.0,0.0,0.0,1
20250808,20250807,1.9845601222368003e-05,5.551115123125783e-17,1.1102230246251566e-19,1.9845601222368003e-05,1.1629150434869402,-0.0006879525336185299,0.9999999999999998,0.0,0.0,1
20250811,20250808,-9.922603691259189e-06,5.551115123125783e-17,1.1102230246251566e-19,-9.92260369125919e-06,1.162903504341837,-0.0006978683110295814,1.0,0.0,0.0,1
20250812,20250811,-5.9536212901445396e-05,0.0,0.0,-5.9536212901445396e-05,1.1628342694712186,-0.0007573629754946687,1.0,0.0,0.0,1
20250813,20250812,0.000148849394183026,0.0,0.0,0.000148849394183026,1.1630073566477646,-0.0006086263143317838,1.0,0.0,0.0,1
20250814,20250813,-9.921816089053515e-06,1.6653345369377348e-16,3.3306690738754697e-19,-9.921816089053515e-06,1.1629958175026618,-0.0006185420917423912,0.9999999999999998,0.0,0.0,1
20250815,20250814,0.00016867254705443807,1.6653345369377348e-16,3.3306690738754697e-19,0.00016867254705443813,1.1631919829694137,-0.00044997387575795855,0.9999999999999997,0.0,0.0,1
20250818,20250815,-1.9840482520350197e-05,5.551115123125783e-17,1.1102230246251566e-19,-1.98404825203502e-05,1.1631689046792077,-0.0004698054305796173,1.0,0.0,0.0,1
20250819,20250818,-4.9602190432818105e-05,0.0,0.0,-4.9602190432818105e-05,1.1631112089536924,-0.0005193843176338753,1.0,0.0,0.0,1
20250820,20250819,7.93674414916179e-05,5.551115123125783e-17,1.1102230246251566e-19,7.93674414916179e-05,1.1632035221145172,-0.0004400580983467961,0.9999999999999999,0.0,0.0,1
20250821,20250820,6.94409999502099e-05,0.0,0.0,6.944099995020991e-05,1.1632842961302383,-0.00037064765647110143,1.0,0.0,0.0,1
20250822,20250821,0.0003769392532633197,1.1102230246251565e-16,2.220446049250313e-19,0.0003769392532633198,1.1637227836441546,0.0,1.0,0.0,0.0,1
20250825,20250822,-0.0002677243430836418,0.0,0.0,-0.0002677243430836418,1.163411226726372,-0.00026772434308353077,1.0,0.0,0.0,1
20250826,20250825,9.918371800088366e-06,0.0,0.0,9.918371800088366e-06,1.163422765871475,-0.0002578086266731283,1.0,0.0,0.0,1
20250827,20250826,4.9591367134782516e-05,1.1102230246251565e-16,2.220446049250313e-19,4.9591367134782516e-05,1.1634804615969905,-0.00020823004462056094,1.0,0.0,0.0,1
20250828,20250827,0.0001388489422686767,5.551115123125783e-17,1.1102230246251566e-19,0.00013884894226867672,1.1636420096284334,-6.941001487326126e-05,0.9999999999999998,0.0,0.0,1
20250829,20250828,0.00011899685649963131,1.1102230246251565e-16,2.220446049250313e-19,0.00011899685649963132,1.1637804793696702,0.0,1.0,0.0,0.0,1
20250901,20250829,-2.974567448299492e-05,5.551115123125783e-17,1.1102230246251566e-19,-2.974567448299492e-05,1.1637458619343612,-2.974567448299492e-05,0.9999999999999999,0.0,0.0,1
20250902,20250901,0.0003272121524611204,1.1102230246251565e-16,2.220446049250313e-19,0.00032721215246112045,1.1641266537227626,0.0,1.0,0.0,0.0,1
20250903,20250902,9.912276354162586e-06,5.551115123125783e-17,1.1102230246251566e-19,9.912276354162586e-06,1.1641381928678656,0.0,0.9999999999999999,0.0,0.0,1
20250904,20250903,-0.00022798009634628078,5.551115123125783e-17,1.1102230246251566e-19,-0.0002279800963462808,1.1638727925304952,-0.00022798009634616978,1.0,0.0,0.0,1
20250905,20250904,6.940106877650898e-05,1.1102230246251565e-16,2.220446049250313e-19,6.940106877650898e-05,1.1639535665462168,-0.00015859484963198778,0.9999999999999998,0.0,0.0,1
20250908,20250905,-6.939625260238279e-05,0.0,0.0,-6.93962526023828e-05,1.1638727925304952,-0.00022798009634616978,0.9999999999999998,0.0,0.0,1
20250909,20250908,-1.9828876793082092e-05,0.0,0.0,-1.9828876793082095e-05,1.1638497142402893,-0.0002478044525501266,0.9999999999999998,0.0,0.0,1
20250910,20250909,2.9743904978118956e-05,5.551115123125783e-17,1.1102230246251566e-19,2.9743904978118962e-05,1.1638843316755985,-0.00021806791824408034,0.9999999999999997,0.0,0.0,1
